taxid	names	taxids
2814589	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces plumbidurans	2|201174|1760|85011|2062|1883|2814589
2814886	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Tianweitania|Tianweitania aestuarii	2|1224|28211|356|69277|1763452|2814886
28151	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia proteamaculans	2|1224|1236|91347|1903411|613|28151
28152	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia kristensenii	2|1224|1236|91347|1903411|629|28152
2815309	Bacteria|Thermodesulfobacteriota|Desulfuromonadia|Geobacterales|Geobacteraceae|Geobacter|Geobacter benzoatilyticus	2|200940|3031651|3031668|213422|28231|2815309
2815339	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Agrobacterium|Agrobacterium burrii	2|1224|28211|356|82115|357|2815339
2815343	Bacteria|Pseudomonadota|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Nitrogeniibacter|Nitrogeniibacter aestuarii	2|1224|28216|206389|2008794|2891294|2815343
2815358	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Leclercia|Leclercia pneumoniae	2|1224|1236|91347|543|83654|2815358
2815362	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas palmensis	2|1224|1236|72274|135621|286|2815362
2815577	Bacteria|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Alkalibacter|Alkalibacter rhizosphaerae	2|1239|186801|186802|186806|274470|2815577
2815579	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Ancalomicrobiaceae|Pinisolibacter|Pinisolibacter aquiterrae	2|1224|28211|356|2172021|2172022|2815579
28156	Bacteria|Pseudomonadota|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Spirabiliibacterium|Spirabiliibacterium mucosae	2|1224|1236|135625|712|2820724|28156
2815720	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas germanica	2|1224|1236|72274|135621|286|2815720
2815722	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Nocardia|Nocardia noduli	2|201174|1760|85007|85025|1817|2815722
2815723	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Nocardia|Nocardia alni	2|201174|1760|85007|85025|1817|2815723
2815733	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Tenebrionicola|Tenebrionicola larvae	2|1224|1236|91347|543|2943312|2815733
28159	Bacteria|Pseudomonadota|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Caviibacterium|Caviibacterium pharyngocola	2|1224|1236|135625|712|2070443|28159
2816034	Bacteria|Pseudomonadota|Alphaproteobacteria|Sneathiellales|Sneathiellaceae|Sneathiella|Sneathiella sedimenti	2|1224|28211|510684|510685|510690|2816034
2816035	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Allomuricauda|[Muricauda] lutisoli (nom. illeg.)	2|976|117743|200644|49546|111500|2816035
2816037	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Stappiaceae|Roseibium|Roseibium limicola	2|1224|28211|356|2821832|150830|2816037
2816048	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus shandongensis	2|1224|28211|204455|31989|265|2816048
2816080	Bacteria|Bacillota|Bacilli|Caryophanales|Alicyclobacillaceae|Alicyclobacillus|Alicyclobacillus suci	2|1239|91061|1385|186823|29330|2816080
2816082	Bacteria|Bacillota|Bacilli|Caryophanales|Alicyclobacillaceae|Alicyclobacillus|Alicyclobacillus fructus	2|1239|91061|1385|186823|29330|2816082
28161	Bacteria|Pseudomonadota|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Conservatibacter|Conservatibacter flavescens	2|1224|1236|135625|712|2070447|28161
2816119	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium flabelliforme	2|976|117743|200644|49546|237|2816119
2816120	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium geliluteum	2|976|117743|200644|49546|237|2816120
2816244	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella perminowiae	2|1224|1236|91347|1903411|34037|2816244
2816248	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella bonaserana	2|1224|1236|91347|1903411|34037|2816248
2816249	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella rivi	2|1224|1236|91347|1903411|34037|2816249
2816250	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella ecdela	2|1224|1236|91347|1903411|34037|2816250
2816356	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Trinickia|Trinickia mobilis	2|1224|28216|80840|119060|2571160|2816356
2816357	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium endoglycinae	2|976|117743|200644|49546|237|2816357
2816474	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter telluris	2|976|768503|768507|1853232|89966|2816474
2816475	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Natrialbaceae|Haloterrigena|Haloterrigena alkaliphila	2157|28890|183963|2235|1644061|121871|2816475
2816476	Bacteria|Bacillota|Clostridia|Eubacteriales|Peptococcaceae|Paradesulfitobacterium|Paradesulfitobacterium ferrireducens	2|1239|186801|186802|186807|2881027|2816476
2816852	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella immobilis	2|976|117743|200644|49546|286104|2816852
2816856	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Aurantimonadaceae|Jiella|Jiella sonneratiae	2|1224|28211|356|255475|1775688|2816856
2816857	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Aurantimonadaceae|Jiella|Jiella flava	2|1224|28211|356|255475|1775688|2816857
2816859	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sunyaminii	2|201174|1760|85006|1268|1663|2816859
2816862	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Nocardiopsis|Nocardiopsis oceanisediminis	2|201174|1760|85012|83676|2013|2816862
281689	Bacteria|Thermodesulfobacteriota|Desulfuromonadia|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas|Desulfuromonas acetoxidans	2|200940|3031651|69541|213421|890|891
28169	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio pelagius	2|1224|1236|135623|641|662|28169
2816950	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ottowia|Ottowia testudinis	2|1224|28216|80840|80864|219181|2816950
2816956	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Cellulomonadaceae|Cellulomonas|Cellulomonas wangleii	2|201174|1760|85006|85016|1707|2816956
2816960	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus cremoris	2|1239|91061|186826|1300|1357|1359
2816963	Bacteria|Bacteroidota|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Carboxylicivirga|Carboxylicivirga litoralis	2|976|200643|1970189|558415|1628153|2816963
2816993	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas schmalbachii	2|1224|1236|72274|135621|286|2816993
2817027	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Phyllobacterium|Phyllobacterium calauticae	2|1224|28211|356|69277|28100|2817027
2817059	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Spirosomataceae|Fibrella|Fibrella aquatilis	2|976|768503|768507|2896860|861914|2817059
2817060	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Spirosomataceae|Fibrella|Fibrella rubiginis	2|976|768503|768507|2896860|861914|2817060
2817061	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Spirosomataceae|Fibrella|Fibrella forsythiae	2|976|768503|768507|2896860|861914|2817061
28171	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio aestuarianus	2|1224|1236|135623|641|662|28171
28172	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio metschnikovii	2|1224|1236|135623|641|662|28172
2817372	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Rubellimicrobium|Rubellimicrobium arenae	2|1224|28211|204455|2854170|295418|2817372
2817374	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Rufibacter|Rufibacter aurantiacus	2|976|768503|768507|1853232|1379908|2817374
2817375	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Rufibacter|Rufibacter roseolus	2|976|768503|768507|1853232|1379908|2817375
2817376	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides xinjiangensis	2|201174|1760|85009|85015|1839|2817376
2817382	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter deserti	2|976|117747|200666|84566|84567|2817382
281739	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Idiomarina|Idiomarina seosinensis	2|1224|1236|135622|267893|135575|281739
28174	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio ordalii	2|1224|1236|135623|641|662|28174
2817418	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces aheensis	2|201174|1760|85011|2062|1883|2817418
2817435	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter garciniae	2|1224|28211|3120395|433|434|2817435
2817449	Bacteria|Pseudomonadota|Gammaproteobacteria|Chromatiales|Chromatiaceae|Rheinheimera|Rheinheimera oceanensis	2|1224|1236|135613|1046|67575|2817449
2817475	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter jiangjiafuii	2|201174|1760|85006|1268|1663|2817475
2817476	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus sanguinis	2|1239|91061|1385|186817|1386|2817476
2817477	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus paramobilis	2|1239|91061|1385|186817|1386|2817477
2817478	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus hominis	2|1239|91061|1385|186817|1386|2817478
2817681	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter cavernae	2|201174|1760|85006|1268|1663|2817681
2817862	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Proteiniclasticum|Proteiniclasticum aestuarii	2|1239|186801|186802|31979|1155385|2817862
2818044	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Anaerovoracaceae|Sinanaerobacter|Sinanaerobacter chloroacetimidivorans	2|1239|186801|3082720|543314|2886866|2818044
28181	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Magnetovibrionaceae|Magnetovibrio|Magnetovibrio blakemorei	2|1224|28211|204441|3031143|1313115|28181
2818388	Bacteria|Acidobacteriota|Holophagae|Acanthopleuribacterales|Acanthopleuribacteraceae|Sulfidibacter|Sulfidibacter corallicola	2|57723|533205|533206|533207|2915177|2818388
2818389	Bacteria|Pseudomonadota|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Oceanisphaera|Oceanisphaera pacifica	2|1224|1236|135624|84642|225143|2818389
2818439	Bacteria|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Psychrobacter|Psychrobacter halodurans	2|1224|1236|2887326|468|497|2818439
2818440	Bacteria|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Psychrobacter|Psychrobacter coccoides	2|1224|1236|2887326|468|497|2818440
2818442	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrorhabdus|Thiomicrorhabdus marina	2|1224|1236|72273|135616|2039723|2818442
2818493	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter cellanae	2|976|117743|200644|49546|52959|2818493
2818536	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus attenuatus	2|1117|3028117|1150|1892252|44471|3697855
2818557	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus crotalus	2|1117|3028117|1150|1892252|44471|3699241
2818620	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus drouetii	2|1117|3028117|1150|1892252|44471|3699234
2818634	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus atroviridis	2|1117|3028117|1150|1892252|44471|3699240
2818755	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus malodorus	2|1117|3028117|1150|1892252|44471|3699238
28188	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga canimorsus	2|976|117743|200644|49546|1016|28188
2818812	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus ladakhensis	2|1117|3028117|1150|1892252|44471|3699233
2818945	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus tentaculus	2|1117|3028117|1150|1892252|44471|3699239
2818948	Bacteria|Cyanobacteriota|Cyanophyceae|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus pseudofavosus	2|1117|3028117|1150|1892252|44471|3699232
2819233	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Methylobacteriaceae|Microvirga|Microvirga antarctica	2|1224|28211|356|119045|186650|2819233
2819234	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Cellulomonadaceae|Actinotalea|Actinotalea soli	2|201174|1760|85006|85016|458839|2819234
2819236	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter terricola	2|976|768503|768507|1853232|89966|2819236
2819238	Bacteria|Actinomycetota|Actinomycetes|Micrococcales||Pengzhenrongella|Pengzhenrongella sicca	2|201174|1760|85006||2888818|2819238
2819280	Bacteria|Pseudomonadota|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Acidihalobacter|Acidihalobacter yilgarnensis	2|1224|1236|135613|72276|1765964|2819280
2819290	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus arachidis	2|1239|91061|1385|186817|1386|2819290
2819348	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium barranii	2|1224|28211|356|41294|374|2992140
2819369	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga bilenii	2|976|117743|200644|49546|1016|2819369
28195	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Thermonemataceae|Thermonema|Thermonema lapsum	2|976|768503|768507|1853233|28194|28195
2819619	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus toyakuensis	2|1239|91061|186826|1300|1301|2819619
28197	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Arcobacteraceae|Aliarcobacter|Aliarcobacter butzleri	2|29547|3031852|213849|2808963|2321111|28197
28198	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Arcobacteraceae|Aliarcobacter|Aliarcobacter cryaerophilus	2|29547|3031852|213849|2808963|2321111|28198
2819934	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Thermomonosporaceae|Actinomadura|Actinomadura violacea	2|201174|1760|85012|2012|1988|2819934
2819978	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Cellulomonadaceae|Cellulomonas|Cellulomonas fengjieae	2|201174|1760|85006|85016|1707|2819978
2819979	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Cellulomonadaceae|Cellulomonas|Cellulomonas dongxiuzhuiae	2|201174|1760|85006|85016|1707|2819979
2819984	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella pelagia	2|976|117743|200644|49546|286104|2819984
2819985	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gelidibacter|Gelidibacter pelagius	2|976|117743|200644|49546|49279|2819985
28200	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Arcobacteraceae|Aliarcobacter|Aliarcobacter skirrowii	2|29547|3031852|213849|2808963|2321111|28200
2820060	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Pseudidiomarina|Pseudidiomarina terrestris	2|1224|1236|135622|267893|2800384|2820060
28202	Bacteria|Bdellovibrionota|Bacteriovoracia|Bacteriovoracales|Bacteriovoracaceae|Peredibacter|Peredibacter starrii	2|3018035|3031419|2024979|263369|263370|28202
2820268	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Sagittula|Sagittula salina	2|1224|28211|204455|2854170|58842|2820268
2820273	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Gracilibacillus|Gracilibacillus suaedae	2|1239|91061|1385|186817|74385|2820273
2820274	Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Marinilactibacillus|Marinilactibacillus kalidii	2|1239|91061|186826|186828|191769|2820274
2820287	Bacteria|Actinomycetota|Actinomycetes|Glycomycetales|Glycomycetaceae|Glycomyces|Glycomyces niveus	2|201174|1760|85014|85034|58113|2820287
2820289	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium stercoris	2|201174|1760|85006|85023|33882|2820289
2820290	Bacteria|Actinomycetota|Actinomycetes|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes flavus	2|201174|1760|85008|28056|1865|2820290
2820300	Bacteria|Pseudomonadota|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio|Succinivibrio faecicola	2|1224|1236|135624|83763|83770|2820300
2820301	Bacteria|Bacillota|Clostridia|Eubacteriales|Acutalibacteraceae|Caproiciproducens|Caproiciproducens faecalis	2|1239|186801|186802|3082771|1738645|2820301
2820326	Bacteria|Pseudomonadota|Hydrogenophilia|Hydrogenophilales|Hydrogenophilaceae|Hydrogenophilus|Hydrogenophilus thiooxidans	2|1224|2008785|119069|206349|70774|2820326
2820523	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Aestuarium|Aestuarium zhoushanense	2|1224|28211|204455|31989|2820509|2820523
282060	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Ornithinimicrobiaceae|Ornithinimicrobium|Ornithinimicrobium kibberense	2|201174|1760|85006|2805590|125287|282060
2820698	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Rhinopithecimicrobium|Rhinopithecimicrobium faecis	2|976|117747|200666|84566|3229750|2820698
2820710	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Psychrosphaera|Psychrosphaera ytuae	2|1224|1236|135622|267888|907197|2820710
2820809	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces tagetis	2|201174|1760|85011|2062|1883|2820809
2820810	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Roseomonadaceae|Roseomonas|Roseomonas nitratireducens	2|1224|28211|3120395|3385906|125216|2820810
2820811	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Roseomonadaceae|Roseomonas|Roseomonas indoligenes	2|1224|28211|3120395|3385906|125216|2820811
2820812	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Pararoseomonas|Pararoseomonas baculiformis	2|1224|28211|3120395|433|2870712|2820812
2820819	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Gottfriedia|Gottfriedia endophytica	2|1239|91061|1385|186817|2837503|2820819
2820877	Bacteria|Balneolota|Balneolia|Balneolales|Balneolaceae|Fodinibius|Fodinibius salsisoli	2|1936987|1853221|1853223|1813606|1397106|2820877
2820884	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Spiractinospora|Spiractinospora alimapuensis	2|201174|1760|85012|83676|2913367|2820884
28210	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Chelatococcaceae|Chelatococcus|Chelatococcus asaccharovorans	2|1224|28211|356|2036754|28209|28210
28212	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas adhaesiva	2|1224|28211|204457|41297|13687|28212
2821357	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus consociatus	2|1224|28216|80840|119060|106589|2821357
2821403	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium cenepequi	2|1224|28211|356|41294|374|2821403
2821404	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium semiaridum	2|1224|28211|356|41294|374|2821404
2821405	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium hereditatis	2|1224|28211|356|41294|374|2821405
2821406	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium australafricanum	2|1224|28211|356|41294|374|2821406
2821407	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Aurantimonadaceae|Jiella|Jiella mangrovi	2|1224|28211|356|255475|1775688|2821407
2821487	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Niastella|Niastella soli	2|976|1853228|1853229|563835|354354|2821487
2821488	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga chungangae	2|976|1853228|1853229|563835|79328|2821488
2821489	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Frateuria|Frateuria flava	2|1224|1236|135614|1775411|70411|2821489
2821541	Bacteria|Acidobacteriota|Blastocatellia|Chloracidobacteriales|Chloracidobacteriaceae|Chloracidobacterium|Candidatus Chloracidobacterium aggregatum	2|57723|1562566|3681502|3681503|458032|2821541
2821543	Bacteria|Acidobacteriota|Blastocatellia|Chloracidobacteriales|Chloracidobacteriaceae|Chloracidobacterium|Chloracidobacterium validum	2|57723|1562566|3681502|3681503|458032|2821543
2821844	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Stappiaceae|Hongsoonwoonella|Hongsoonwoonella zoysiae	2|1224|28211|356|2821832|2821838|2821844
282197	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Jannaschia|Jannaschia rubra	2|1224|28211|204455|2854170|188905|282197
282199	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Nereida|Nereida ignava	2|1224|28211|204455|2854170|282198|282199
2822137	Archaea|Methanobacteriota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanococcoides|Methanococcoides orientis	2157|28890|224756|94695|2206|2225|2822137
2822138	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Metapseudomonas|Metapseudomonas boanensis	2|1224|1236|72274|135621|3236656|2822138
2822140	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Halalkalibacter|Halalkalibacter suaedae	2|1239|91061|1385|186817|2893056|2822140
2822344	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Spirosomataceae|Dyadobacter|Dyadobacter helix	2|976|768503|768507|2896860|120831|2822344
2822368	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Novilysobacter|Novilysobacter luteus	2|1224|1236|135614|32033|3382699|2822368
2822762	Bacteria|Planctomycetota|Planctomycetia|Gemmatales|Gemmataceae|Gemmata|Gemmata palustris	2|203682|203683|2691355|1914233|113|2822762
2823109	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces liliiviolaceus	2|201174|1760|85011|2062|1883|2823109
2823330	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Spirosomataceae|Dyadobacter|Dyadobacter linearis	2|976|768503|768507|2896860|120831|2823330
2823335	Bacteria|Rhodothermota|Rhodothermia|Rhodothermales|Rhodothermaceae|Rhodothermus|Rhodothermus bifroesti	2|1853220|1853222|1853224|563843|29548|2823335
2823372	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas vulgaris	2|1224|1236|135619|135620|28253|2823372
2823377	Bacteria|Thermodesulfobacteriota|Desulfobacteria|Desulfobacterales|Desulfobacteraceae|Desulfobotulus|Desulfobotulus pelophilus	2|200940|3024418|213118|213119|48001|2823377
2823469	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia gardini	2|1224|28216|80840|119060|1822464|2823469
2823519	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Metabacillus|Metabacillus flavus	2|1239|91061|1385|186817|2675233|2823519
2823693	Bacteria|Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium|Phenylobacterium montanum	2|1224|28211|204458|76892|20|2823693
2823807	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium barranii	2|1224|28211|356|41294|374|2992140
2823873	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Pseudarthrobacter|Pseudarthrobacter albicanus	2|201174|1760|85006|1268|1742993|2823873
2824118	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Sphaerotilaceae|Ideonella|Ideonella alba	2|1224|28216|80840|2975441|36862|2824118
