taxid	names	taxids
1034808	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Mycoplasmopsis|Mycoplasmopsis anatis	2|544448||2790996|2895623|2767358|171279
1034943	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella massiliensis	2|1224|1236|118969|444|445|1034943
1034944	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella tunisiensis	2|1224|1236|118969|444|445|1034944
1035	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Afipia|Afipia felis	2|1224|28211|356|41294|1033|1035
1035067	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Aminobacter|Aminobacter anthyllidis	2|1224|28211|356|69277|31988|1035067
1035184	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus constellatus	2|1239|91061|186826|1300|1301|76860
1035188	Bacteria|Pseudomonadota|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus pittmaniae	2|1224|1236|135625|712|724|249188
1035196	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Peptostreptococcus|Peptostreptococcus anaerobius	2|1239|186801|3082720|186804|1257|1261
1035707	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella|Pseudoduganella namucuonensis	2|1224|28216|80840|75682|1522432|1035707
1035839	Bacteria|Pseudomonadota|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus sputorum	2|1224|1236|135625|712|724|1078480
1035890	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Terrimonas|Terrimonas rubra	2|976|1853228|1853229|563835|296051|1035890
1035916	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola shivajiensis	2|976|768503|768507|563798|390846|1035916
1036020	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides soli	2|201174|1760|85009|85015|1839|1036020
1036133	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Endozoicomonadaceae|Kistimonas|Kistimonas scapharcae	2|1224|1236|135619|2066474|1036132|1036133
1036171	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus polymyxa	2|1239|91061|1385|186822|44249|1406
1036180	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella|Pseudoduganella lurida	2|1224|28216|80840|75682|1522432|1036180
1036181	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Propionibacteriaceae|Microlunatus|Microlunatus flavus	2|201174|1760|85009|31957|29404|1036181
1036182	Bacteria|Actinomycetota|Actinomycetes|Micromonosporales|Micromonosporaceae|Paractinoplanes|Paractinoplanes atraurantiacus	2|201174|1760|85008|28056|3240234|1036182
1036672	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Advenella|Advenella kashmirensis	2|1224|28216|80840|506|290425|310575
1036677	Archaea|Methanobacteriota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina soligelidi	2157|28890|224756|94695|2206|2207|1036677
1036678	Archaea|Methanobacteriota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium|Methanobacterium movilense	2157|28890|183925|2158|2159|2160|1036678
1036679	Archaea|Methanobacteriota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina spelaei	2157|28890|224756|94695|2206|2207|1036679
1036778	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Alloboseaceae|Allobosea|Allobosea lathyri	2|1224|28211|356|2831100|85413|1036778
1036780	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Alloboseaceae|Allobosea|Allobosea robiniae	2|1224|28211|356|2831100|85413|1036780
103721	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinosynnema|Actinosynnema pretiosum	2|201174|1760|85010|2070|40566|42197
103725	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Kutzneria|Kutzneria kofuensis	2|201174|1760|85010|2070|43356|103725
103728	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora|Actinokineospora diospyrosa	2|201174|1760|85010|2070|39845|103728
103729	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora|Actinokineospora globicatena	2|201174|1760|85010|2070|39845|103729
103732	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Lentzea|Lentzea flava	2|201174|1760|85010|2070|165301|103732
103733	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix|Saccharothrix syringae	2|201174|1760|85010|2070|2071|103733
103734	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix|Saccharothrix texasensis	2|201174|1760|85010|2070|2071|103734
1037362	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Pelagimonas|Pelagimonas phthalicica	2|1224|28211|204455|2854170|1434029|1037362
1037377	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium viscerum	2|976|117743|200644|2762318|59732|1037377
1037380	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium tructae	2|976|117743|200644|2762318|59732|1037380
1037382	Bacteria|Bacillota|Clostridia|Eubacteriales|Desulfitobacteriaceae|Desulfosporosinus|Desulfosporosinus burensis	2|1239|186801|186802|2937909|79206|1037382
1037409	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium japonicum	2|1224|28211|356|41294|374|375
1037680	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Robertmurraya|Robertmurraya kyonggiensis	2|1239|91061|1385|186817|2837507|1037680
1037889	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Profundibacterium|Profundibacterium mesophilum	2|1224|28211|204455|2854170|1258570|1258573
1038014	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aquimarina|Aquimarina amphilecti	2|976|117743|200644|49546|290174|1038014
103816	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Rhodococcus|Rhodococcus pyridinivorans	2|201174|1760|85007|85025|1827|103816
103836	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Streptosporangiaceae|Thermopolyspora|Thermopolyspora flexuosa	2|201174|1760|85012|2004|359169|103836
103838	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Streptosporangiaceae|Nonomuraea|Nonomuraea turkmeniaca	2|201174|1760|85012|2004|83681|103838
103855	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella hinzii	2|1224|28216|80840|506|517|103855
1038845	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium rakeshii	2|976|117743|200644|49546|237|1038845
1038856	Bacteria|Bacillota|Bacilli|Caryophanales|Caryophanaceae|Planococcus|Planococcus plakortidis	2|1239|91061|1385|186818|1372|1038856
1038857	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Kocuria|Kocuria sediminis	2|201174|1760|85006|1268|57493|1038857
1038858	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Xanthobacteraceae|Azorhizobium|Azorhizobium doebereinerae	2|1224|28211|356|335928|6|281091
1038859	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium murdochi	2|1224|28211|356|41294|374|1038859
1038869	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia mimosarum	2|1224|28216|80840|119060|1822464|312026
1038904	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Thermomonosporaceae|Actinomadura|Actinomadura sediminis	2|201174|1760|85012|2012|1988|1038904
103891	Bacteria|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella criceti	2|1239|909932|1843489|31977|29465|103891
103892	Bacteria|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella ratti	2|1239|909932|1843489|31977|29465|103892
1038929	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces xinghaiensis	2|201174|1760|85011|2062|1883|1038928
104097	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter estunensis	2|1224|28211|3120395|433|434|104097
1040979	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus neocaledonicus	2|1224|28216|80840|119060|106589|1040979
104098	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter peroxydans	2|1224|28211|3120395|433|434|104098
1040983	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium erdmanii	2|1224|28211|356|69277|68287|1777866
104099	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter orleanensis	2|1224|28211|3120395|433|434|104099
104100	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter lovaniensis	2|1224|28211|3120395|433|434|104100
104101	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter indonesiensis	2|1224|28211|3120395|433|434|104101
104102	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter tropicalis	2|1224|28211|3120395|433|434|104102
1041138	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium gallicum	2|1224|28211|356|82115|379|56730
1041139	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium giardinii	2|1224|28211|356|82115|379|56731
1041147	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Martinezella|Martinezella leucaenae	2|1224|28211|356|82115|3701763|29450
1041522	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium colombiense	2|201174|1760|85007|1762|1763|339268
1041641	Bacteria|Pseudomonadota|Betaproteobacteria|Neisseriales|Chitinibacteraceae|Jeongeupia|Jeongeupia chitinilytica	2|1224|28216|206351|2897177|885864|1041641
1041766	Bacteria|Verrucomicrobiota||||Methylacidimicrobium|Methylacidimicrobium cyclopophantes	2|74201||||1541670|1041766
1041930	Archaea|Methanobacteriota|Methanomicrobia|Methanocellales|Methanocellaceae|Methanocella|Methanocella conradii	2157|28890|224756|570264|570265|570266|1175444
104205	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Streptomonospora|Streptomonospora salina	2|201174|1760|85012|83676|104204|104205
1042376	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Ochrovirga|Ochrovirga pacifica	2|976|117743|200644|49546|1916646|1042376
1042417	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira pilosicoli	2|203691|203692|1643686|143786|29521|52584
104268	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum mesophilum	2|976|117743|200644|49546|104267|104268
1042878	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus necator	2|1224|28216|80840|119060|106589|106590
1042953	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Haloferacaceae|Haloparvum|Haloparvum alkalitolerans	2157|28890|183963|2235|1644056|1820337|1042953
1042984	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces zagrosensis	2|201174|1760|85011|2062|1883|1042984
1043205	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Ornithinimicrobiaceae|Serinicoccus|Serinicoccus profundi	2|201174|1760|85006|2805590|265976|1078471
104336	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium foliorum	2|201174|1760|85006|85023|33882|104336
1043493	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Demequinaceae|Demequina|Demequina mangrovi	2|201174|1760|85006|1042322|577469|1043493
1044	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter longus	2|1224|28211|204457|335929|1041|1044
1045004	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Oenococcus|Oenococcus kitaharae	2|1239|91061|186826|33958|46254|336988
1045317	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas lutea	2|1224|28211|204457|41297|13687|1045317
1045501	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces ziwulingensis	2|201174|1760|85011|2062|1883|1045501
1045558	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Neptunomonas|Neptunomonas qingdaonensis	2|1224|1236|135619|135620|75687|1045558
1045764	Archaea|Methanobacteriota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanothermobacter|Methanothermobacter crinale	2157|28890|183925|2158|2159|145260|1045764
1045773	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter cupressi	2|201174|1760|85006|1268|1663|1045773
1045774	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides lianchengensis	2|201174|1760|85009|85015|1839|1045774
1045775	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus catalpae	2|1239|91061|1385|186822|44249|1045775
1045776	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Kutzneria|Kutzneria buriramensis	2|201174|1760|85010|2070|43356|1045776
1045858	Bacteria|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira intermedia	2|203691|203692|1643686|143786|29521|84377
1046043	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Natronomonadaceae|Natronomonas|Natronomonas gomsonensis	2157|28890|183963|2235|3402413|63743|1046043
104609	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio penaeicida	2|1224|1236|135623|641|662|104609
1046115	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Marivirgaceae|Marivirga|Marivirga lumbricoides	2|976|768503|768507|2762301|869806|1046115
1046128	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio zhanjiangensis	2|1224|1236|135623|641|662|1046128
104623	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Prodigiosinella|Prodigiosinella confusarubida	2|1224|1236|91347|1903410|3059405|104623
104628	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter suis	2|29547|3031852|213849|72293|209|104628
1046555	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium ammoniilyticum	2|201174|1760|85006|85019|1696|1046555
1046556	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides daejeonensis	2|201174|1760|85009|85015|1839|1046556
1046581	Bacteria|Chlamydiota|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia ibidis	2|204428|204429|51291|809|810|1405396
1046596	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Liquorilactobacillus|Liquorilactobacillus mali	2|1239|91061|186826|33958|2767888|1618
1046599	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Ligilactobacillus acidipiscis	2|1239|91061|186826|33958|2767887|89059
104662	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga japonensis	2|976|1853228|1853229|563835|79328|104662
1046627	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Bizionia|Bizionia argentinensis	2|976|117743|200644|49546|283785|456455
104663	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga filiformis	2|976|1853228|1853229|563835|79328|104663
1046714	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Gayadomonas|Gayadomonas joobiniege	2|1224|1236|135622|72275|1234605|1234606
1048	Bacteria|Pseudomonadota|Gammaproteobacteria|Chromatiales|Chromatiaceae|Marichromatium|Marichromatium gracile	2|1224|1236|135613|1046|85076|1048
1048221	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter litoreus	2|976|117747|200666|84566|423349|1048221
1048331	Bacteria|Verrucomicrobiota|Verrucomicrobiia|Verrucomicrobiales|Verrucomicrobiaceae|Haloferula|Haloferula chungangensis	2|74201|203494|48461|203557|574899|1048331
1048339	Bacteria|Actinomycetota|Actinomycetes|Sporichthyales|Sporichthyaceae|Sporichthya|Sporichthya polymorpha	2|201174|1760|2495578|85033|35750|35751
1048340	Bacteria|Bacillota|Bacilli|Caryophanales|Thermoactinomycetaceae|Marininema|Marininema mesophilum	2|1239|91061|1385|186824|1155934|1048340
1048394	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Compostimonas|Compostimonas suwonensis	2|201174|1760|85006|85023|1259734|1048394
1048642	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Aliidiomarina|Aliidiomarina shirensis	2|1224|1236|135622|267893|1249554|1048642
1048753	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora|Actinokineospora soli	2|201174|1760|85010|2070|39845|1048753
1048830	Bacteria|Mycoplasmatota||Mycoplasmoidales|Mycoplasmoidaceae|Malacoplasma|Malacoplasma iowae	2|544448||2790996|2790998|2791001|2116
1049182	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix|Saccharothrix stipae	2|201174|1760|85010|2070|2071|1049182
1049199	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Litoreibacter|Litoreibacter meonggei	2|1224|28211|204455|2854170|947567|1049199
1049582	Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus enclensis	2|1297|188787|118964|183710|1298|1049582
1049583	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Kocuria|Kocuria marina	2|201174|1760|85006|1268|57493|223184
1049759	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptospira|Leptospira alexanderi	2|203691|3118682|1643688|170|171|100053
1049789	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptospira|Leptospira broomii	2|203691|3118682|1643688|170|171|301541
1049790	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptospira|Leptospira inadai	2|203691|3118682|1643688|170|171|29506
1049942	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptospira|Leptospira kirschneri	2|203691|3118682|1643688|170|171|29507
1049970	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptospira|Leptospira kmetyi	2|203691|3118682|1643688|170|171|408139
1049972	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptospira|Leptospira licerasiae	2|203691|3118682|1643688|170|171|447106
1050105	Bacteria|Actinomycetota|Actinomycetes|Micromonosporales|Micromonosporaceae|Paractinoplanes|Paractinoplanes rishiriensis	2|201174|1760|85008|28056|3240234|1050105
1050107	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii	2|1239|91061|186826|33958|1578|1584
1050153	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Ornithinimicrobiaceae|Ornithinimicrobium|Ornithinimicrobium murale	2|201174|1760|85006|2805590|125287|1050153
1050174	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium epidermidicanis	2|201174|1760|85007|1653|1716|1050174
